particle_id,polymer,size_um,shape,aging,charge,oxidation_score,corona_score,hydrophobicity_score,roughness_score,leachate_score,charge_score,shape_factor,shape_retention,size_class,reactive_surface_class,corona_potential_class
MP0568,PVC,0.1,sphere,pristine,neutral,0.23,0.67,0.6,0.274,0.712,0.3,1.0,0.3,nano-scale,low,high
MP0569,PVC,0.1,sphere,pristine,negative,0.23,0.7300000000000001,0.6,0.274,0.712,0.6,1.0,0.3,nano-scale,low,high
MP0570,PVC,0.1,sphere,pristine,positive,0.23,0.77,0.6,0.274,0.712,0.8,1.0,0.3,nano-scale,low,high
MP0571,PVC,0.1,sphere,UV-aged,neutral,0.8300000000000001,0.75,0.6,0.5740000000000001,0.7919999999999999,0.3,1.0,0.3,nano-scale,high,high
MP0572,PVC,0.1,sphere,UV-aged,negative,0.8300000000000001,0.8099999999999999,0.6,0.5740000000000001,0.7919999999999999,0.6,1.0,0.3,nano-scale,high,high
MP0573,PVC,0.1,sphere,UV-aged,positive,0.8300000000000001,0.85,0.6,0.5740000000000001,0.7919999999999999,0.8,1.0,0.3,nano-scale,high,high
MP0574,PVC,0.1,sphere,oxidized,neutral,1.0,0.77,0.6,0.724,0.8119999999999999,0.3,1.0,0.3,nano-scale,high,high
MP0575,PVC,0.1,sphere,oxidized,negative,1.0,0.83,0.6,0.724,0.8119999999999999,0.6,1.0,0.3,nano-scale,high,high
MP0576,PVC,0.1,sphere,oxidized,positive,1.0,0.87,0.6,0.724,0.8119999999999999,0.8,1.0,0.3,nano-scale,high,high
MP0577,PVC,0.1,fragment,pristine,neutral,0.23,0.7100000000000001,0.6,0.35400000000000004,0.742,0.3,1.25,0.6,nano-scale,low,high
MP0578,PVC,0.1,fragment,pristine,negative,0.23,0.7700000000000001,0.6,0.35400000000000004,0.742,0.6,1.25,0.6,nano-scale,low,high
MP0579,PVC,0.1,fragment,pristine,positive,0.23,0.81,0.6,0.35400000000000004,0.742,0.8,1.25,0.6,nano-scale,low,high
MP0580,PVC,0.1,fragment,UV-aged,neutral,0.8300000000000001,0.79,0.6,0.654,0.822,0.3,1.25,0.6,nano-scale,high,high
MP0581,PVC,0.1,fragment,UV-aged,negative,0.8300000000000001,0.85,0.6,0.654,0.822,0.6,1.25,0.6,nano-scale,high,high
MP0582,PVC,0.1,fragment,UV-aged,positive,0.8300000000000001,0.89,0.6,0.654,0.822,0.8,1.25,0.6,nano-scale,high,high
MP0583,PVC,0.1,fragment,oxidized,neutral,1.0,0.81,0.6,0.8039999999999999,0.842,0.3,1.25,0.6,nano-scale,high,high
MP0584,PVC,0.1,fragment,oxidized,negative,1.0,0.87,0.6,0.8039999999999999,0.842,0.6,1.25,0.6,nano-scale,high,high
MP0585,PVC,0.1,fragment,oxidized,positive,1.0,0.91,0.6,0.8039999999999999,0.842,0.8,1.25,0.6,nano-scale,high,high
MP0586,PVC,0.1,fiber,pristine,neutral,0.23,0.7000000000000001,0.6,0.374,0.732,0.3,1.6,0.85,nano-scale,low,high
MP0587,PVC,0.1,fiber,pristine,negative,0.23,0.7600000000000001,0.6,0.374,0.732,0.6,1.6,0.85,nano-scale,low,high
MP0588,PVC,0.1,fiber,pristine,positive,0.23,0.8,0.6,0.374,0.732,0.8,1.6,0.85,nano-scale,low,high
MP0589,PVC,0.1,fiber,UV-aged,neutral,0.8300000000000001,0.78,0.6,0.674,0.8119999999999999,0.3,1.6,0.85,nano-scale,high,high
MP0590,PVC,0.1,fiber,UV-aged,negative,0.8300000000000001,0.84,0.6,0.674,0.8119999999999999,0.6,1.6,0.85,nano-scale,high,high
MP0591,PVC,0.1,fiber,UV-aged,positive,0.8300000000000001,0.88,0.6,0.674,0.8119999999999999,0.8,1.6,0.85,nano-scale,high,high
MP0592,PVC,0.1,fiber,oxidized,neutral,1.0,0.8,0.6,0.824,0.832,0.3,1.6,0.85,nano-scale,high,high
MP0593,PVC,0.1,fiber,oxidized,negative,1.0,0.86,0.6,0.824,0.832,0.6,1.6,0.85,nano-scale,high,high
MP0594,PVC,0.1,fiber,oxidized,positive,1.0,0.9,0.6,0.824,0.832,0.8,1.6,0.85,nano-scale,high,high
MP0595,PVC,1.0,sphere,pristine,neutral,0.22,0.63,0.6,0.266,0.708,0.3,1.0,0.3,submicron-to-small,low,moderate
MP0596,PVC,1.0,sphere,pristine,negative,0.22,0.6900000000000001,0.6,0.266,0.708,0.6,1.0,0.3,submicron-to-small,low,high
MP0597,PVC,1.0,sphere,pristine,positive,0.22,0.73,0.6,0.266,0.708,0.8,1.0,0.3,submicron-to-small,low,high
MP0598,PVC,1.0,sphere,UV-aged,neutral,0.8200000000000001,0.71,0.6,0.5660000000000001,0.7879999999999999,0.3,1.0,0.3,submicron-to-small,high,high
MP0599,PVC,1.0,sphere,UV-aged,negative,0.8200000000000001,0.7699999999999999,0.6,0.5660000000000001,0.7879999999999999,0.6,1.0,0.3,submicron-to-small,high,high
MP0600,PVC,1.0,sphere,UV-aged,positive,0.8200000000000001,0.8099999999999999,0.6,0.5660000000000001,0.7879999999999999,0.8,1.0,0.3,submicron-to-small,high,high
MP0601,PVC,1.0,sphere,oxidized,neutral,1.0,0.73,0.6,0.716,0.8079999999999999,0.3,1.0,0.3,submicron-to-small,high,high
MP0602,PVC,1.0,sphere,oxidized,negative,1.0,0.7899999999999999,0.6,0.716,0.8079999999999999,0.6,1.0,0.3,submicron-to-small,high,high
MP0603,PVC,1.0,sphere,oxidized,positive,1.0,0.83,0.6,0.716,0.8079999999999999,0.8,1.0,0.3,submicron-to-small,high,high
MP0604,PVC,1.0,fragment,pristine,neutral,0.22,0.67,0.6,0.34600000000000003,0.738,0.3,1.25,0.6,submicron-to-small,low,high
MP0605,PVC,1.0,fragment,pristine,negative,0.22,0.7300000000000001,0.6,0.34600000000000003,0.738,0.6,1.25,0.6,submicron-to-small,low,high
MP0606,PVC,1.0,fragment,pristine,positive,0.22,0.77,0.6,0.34600000000000003,0.738,0.8,1.25,0.6,submicron-to-small,low,high
MP0607,PVC,1.0,fragment,UV-aged,neutral,0.8200000000000001,0.75,0.6,0.646,0.818,0.3,1.25,0.6,submicron-to-small,high,high
MP0608,PVC,1.0,fragment,UV-aged,negative,0.8200000000000001,0.8099999999999999,0.6,0.646,0.818,0.6,1.25,0.6,submicron-to-small,high,high
MP0609,PVC,1.0,fragment,UV-aged,positive,0.8200000000000001,0.85,0.6,0.646,0.818,0.8,1.25,0.6,submicron-to-small,high,high
MP0610,PVC,1.0,fragment,oxidized,neutral,1.0,0.77,0.6,0.7959999999999999,0.838,0.3,1.25,0.6,submicron-to-small,high,high
MP0611,PVC,1.0,fragment,oxidized,negative,1.0,0.83,0.6,0.7959999999999999,0.838,0.6,1.25,0.6,submicron-to-small,high,high
MP0612,PVC,1.0,fragment,oxidized,positive,1.0,0.87,0.6,0.7959999999999999,0.838,0.8,1.25,0.6,submicron-to-small,high,high
MP0613,PVC,1.0,fiber,pristine,neutral,0.22,0.66,0.6,0.366,0.728,0.3,1.6,0.85,submicron-to-small,low,high
MP0614,PVC,1.0,fiber,pristine,negative,0.22,0.7200000000000001,0.6,0.366,0.728,0.6,1.6,0.85,submicron-to-small,low,high
MP0615,PVC,1.0,fiber,pristine,positive,0.22,0.76,0.6,0.366,0.728,0.8,1.6,0.85,submicron-to-small,low,high
MP0616,PVC,1.0,fiber,UV-aged,neutral,0.8200000000000001,0.74,0.6,0.666,0.8079999999999999,0.3,1.6,0.85,submicron-to-small,high,high
MP0617,PVC,1.0,fiber,UV-aged,negative,0.8200000000000001,0.7999999999999999,0.6,0.666,0.8079999999999999,0.6,1.6,0.85,submicron-to-small,high,high
MP0618,PVC,1.0,fiber,UV-aged,positive,0.8200000000000001,0.84,0.6,0.666,0.8079999999999999,0.8,1.6,0.85,submicron-to-small,high,high
MP0619,PVC,1.0,fiber,oxidized,neutral,1.0,0.76,0.6,0.816,0.828,0.3,1.6,0.85,submicron-to-small,high,high
MP0620,PVC,1.0,fiber,oxidized,negative,1.0,0.82,0.6,0.816,0.828,0.6,1.6,0.85,submicron-to-small,high,high
MP0621,PVC,1.0,fiber,oxidized,positive,1.0,0.86,0.6,0.816,0.828,0.8,1.6,0.85,submicron-to-small,high,high
MP0622,PVC,5.0,sphere,pristine,neutral,0.21000000000000002,0.5900000000000001,0.6,0.258,0.704,0.3,1.0,0.3,small microplastic,low,moderate
MP0623,PVC,5.0,sphere,pristine,negative,0.21000000000000002,0.6500000000000001,0.6,0.258,0.704,0.6,1.0,0.3,small microplastic,low,high
MP0624,PVC,5.0,sphere,pristine,positive,0.21000000000000002,0.6900000000000001,0.6,0.258,0.704,0.8,1.0,0.3,small microplastic,low,high
MP0625,PVC,5.0,sphere,UV-aged,neutral,0.81,0.67,0.6,0.558,0.7839999999999999,0.3,1.0,0.3,small microplastic,high,high
MP0626,PVC,5.0,sphere,UV-aged,negative,0.81,0.73,0.6,0.558,0.7839999999999999,0.6,1.0,0.3,small microplastic,high,high
MP0627,PVC,5.0,sphere,UV-aged,positive,0.81,0.77,0.6,0.558,0.7839999999999999,0.8,1.0,0.3,small microplastic,high,high
MP0628,PVC,5.0,sphere,oxidized,neutral,1.0,0.6900000000000001,0.6,0.708,0.8039999999999999,0.3,1.0,0.3,small microplastic,high,high
MP0629,PVC,5.0,sphere,oxidized,negative,1.0,0.75,0.6,0.708,0.8039999999999999,0.6,1.0,0.3,small microplastic,high,high
MP0630,PVC,5.0,sphere,oxidized,positive,1.0,0.79,0.6,0.708,0.8039999999999999,0.8,1.0,0.3,small microplastic,high,high
MP0631,PVC,5.0,fragment,pristine,neutral,0.21000000000000002,0.6300000000000001,0.6,0.338,0.734,0.3,1.25,0.6,small microplastic,low,moderate
MP0632,PVC,5.0,fragment,pristine,negative,0.21000000000000002,0.6900000000000002,0.6,0.338,0.734,0.6,1.25,0.6,small microplastic,low,high
MP0633,PVC,5.0,fragment,pristine,positive,0.21000000000000002,0.7300000000000001,0.6,0.338,0.734,0.8,1.25,0.6,small microplastic,low,high
MP0634,PVC,5.0,fragment,UV-aged,neutral,0.81,0.7100000000000001,0.6,0.638,0.814,0.3,1.25,0.6,small microplastic,high,high
MP0635,PVC,5.0,fragment,UV-aged,negative,0.81,0.77,0.6,0.638,0.814,0.6,1.25,0.6,small microplastic,high,high
MP0636,PVC,5.0,fragment,UV-aged,positive,0.81,0.81,0.6,0.638,0.814,0.8,1.25,0.6,small microplastic,high,high
MP0637,PVC,5.0,fragment,oxidized,neutral,1.0,0.7300000000000001,0.6,0.7879999999999999,0.834,0.3,1.25,0.6,small microplastic,high,high
MP0638,PVC,5.0,fragment,oxidized,negative,1.0,0.79,0.6,0.7879999999999999,0.834,0.6,1.25,0.6,small microplastic,high,high
MP0639,PVC,5.0,fragment,oxidized,positive,1.0,0.8300000000000001,0.6,0.7879999999999999,0.834,0.8,1.25,0.6,small microplastic,high,high
MP0640,PVC,5.0,fiber,pristine,neutral,0.21000000000000002,0.6200000000000001,0.6,0.358,0.724,0.3,1.6,0.85,small microplastic,low,moderate
MP0641,PVC,5.0,fiber,pristine,negative,0.21000000000000002,0.6800000000000002,0.6,0.358,0.724,0.6,1.6,0.85,small microplastic,low,high
MP0642,PVC,5.0,fiber,pristine,positive,0.21000000000000002,0.7200000000000001,0.6,0.358,0.724,0.8,1.6,0.85,small microplastic,low,high
MP0643,PVC,5.0,fiber,UV-aged,neutral,0.81,0.7000000000000001,0.6,0.658,0.8039999999999999,0.3,1.6,0.85,small microplastic,high,high
MP0644,PVC,5.0,fiber,UV-aged,negative,0.81,0.76,0.6,0.658,0.8039999999999999,0.6,1.6,0.85,small microplastic,high,high
MP0645,PVC,5.0,fiber,UV-aged,positive,0.81,0.8,0.6,0.658,0.8039999999999999,0.8,1.6,0.85,small microplastic,high,high
MP0646,PVC,5.0,fiber,oxidized,neutral,1.0,0.7200000000000001,0.6,0.8079999999999999,0.824,0.3,1.6,0.85,small microplastic,high,high
MP0647,PVC,5.0,fiber,oxidized,negative,1.0,0.78,0.6,0.8079999999999999,0.824,0.6,1.6,0.85,small microplastic,high,high
MP0648,PVC,5.0,fiber,oxidized,positive,1.0,0.8200000000000001,0.6,0.8079999999999999,0.824,0.8,1.6,0.85,small microplastic,high,high
MP0649,PVC,10.0,sphere,pristine,neutral,0.2,0.55,0.6,0.25,0.7,0.3,1.0,0.3,larger microplastic,low,moderate
MP0650,PVC,10.0,sphere,pristine,negative,0.2,0.6100000000000001,0.6,0.25,0.7,0.6,1.0,0.3,larger microplastic,low,moderate
MP0651,PVC,10.0,sphere,pristine,positive,0.2,0.65,0.6,0.25,0.7,0.8,1.0,0.3,larger microplastic,low,moderate
MP0652,PVC,10.0,sphere,UV-aged,neutral,0.8,0.63,0.6,0.55,0.7799999999999999,0.3,1.0,0.3,larger microplastic,high,moderate
MP0653,PVC,10.0,sphere,UV-aged,negative,0.8,0.69,0.6,0.55,0.7799999999999999,0.6,1.0,0.3,larger microplastic,high,high
MP0654,PVC,10.0,sphere,UV-aged,positive,0.8,0.73,0.6,0.55,0.7799999999999999,0.8,1.0,0.3,larger microplastic,high,high
MP0655,PVC,10.0,sphere,oxidized,neutral,1.0,0.65,0.6,0.7,0.7999999999999999,0.3,1.0,0.3,larger microplastic,high,moderate
MP0656,PVC,10.0,sphere,oxidized,negative,1.0,0.71,0.6,0.7,0.7999999999999999,0.6,1.0,0.3,larger microplastic,high,high
MP0657,PVC,10.0,sphere,oxidized,positive,1.0,0.75,0.6,0.7,0.7999999999999999,0.8,1.0,0.3,larger microplastic,high,high
MP0658,PVC,10.0,fragment,pristine,neutral,0.2,0.5900000000000001,0.6,0.33,0.73,0.3,1.25,0.6,larger microplastic,low,moderate
MP0659,PVC,10.0,fragment,pristine,negative,0.2,0.6500000000000001,0.6,0.33,0.73,0.6,1.25,0.6,larger microplastic,low,high
MP0660,PVC,10.0,fragment,pristine,positive,0.2,0.6900000000000001,0.6,0.33,0.73,0.8,1.25,0.6,larger microplastic,low,high
MP0661,PVC,10.0,fragment,UV-aged,neutral,0.8,0.67,0.6,0.63,0.8099999999999999,0.3,1.25,0.6,larger microplastic,high,high
MP0662,PVC,10.0,fragment,UV-aged,negative,0.8,0.73,0.6,0.63,0.8099999999999999,0.6,1.25,0.6,larger microplastic,high,high
MP0663,PVC,10.0,fragment,UV-aged,positive,0.8,0.77,0.6,0.63,0.8099999999999999,0.8,1.25,0.6,larger microplastic,high,high
MP0664,PVC,10.0,fragment,oxidized,neutral,1.0,0.6900000000000001,0.6,0.7799999999999999,0.83,0.3,1.25,0.6,larger microplastic,high,high
MP0665,PVC,10.0,fragment,oxidized,negative,1.0,0.75,0.6,0.7799999999999999,0.83,0.6,1.25,0.6,larger microplastic,high,high
MP0666,PVC,10.0,fragment,oxidized,positive,1.0,0.79,0.6,0.7799999999999999,0.83,0.8,1.25,0.6,larger microplastic,high,high
MP0667,PVC,10.0,fiber,pristine,neutral,0.2,0.5800000000000001,0.6,0.35,0.72,0.3,1.6,0.85,larger microplastic,low,moderate
MP0668,PVC,10.0,fiber,pristine,negative,0.2,0.6400000000000001,0.6,0.35,0.72,0.6,1.6,0.85,larger microplastic,low,moderate
MP0669,PVC,10.0,fiber,pristine,positive,0.2,0.68,0.6,0.35,0.72,0.8,1.6,0.85,larger microplastic,low,high
MP0670,PVC,10.0,fiber,UV-aged,neutral,0.8,0.66,0.6,0.65,0.7999999999999999,0.3,1.6,0.85,larger microplastic,high,high
MP0671,PVC,10.0,fiber,UV-aged,negative,0.8,0.72,0.6,0.65,0.7999999999999999,0.6,1.6,0.85,larger microplastic,high,high
MP0672,PVC,10.0,fiber,UV-aged,positive,0.8,0.76,0.6,0.65,0.7999999999999999,0.8,1.6,0.85,larger microplastic,high,high
MP0673,PVC,10.0,fiber,oxidized,neutral,1.0,0.68,0.6,0.7999999999999999,0.82,0.3,1.6,0.85,larger microplastic,high,high
MP0674,PVC,10.0,fiber,oxidized,negative,1.0,0.74,0.6,0.7999999999999999,0.82,0.6,1.6,0.85,larger microplastic,high,high
MP0675,PVC,10.0,fiber,oxidized,positive,1.0,0.78,0.6,0.7999999999999999,0.82,0.8,1.6,0.85,larger microplastic,high,high
